L:0,I:0,T:240,D:an_In_stone,Q:48,O:0,L:0,N:3
L:4,I:438,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:439,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:440,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:441,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:442,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:443,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:444,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:445,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:446,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:447,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:448,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:449,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:450,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:451,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:452,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:453,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:454,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:455,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:456,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:457,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:458,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:459,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:460,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:461,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:462,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:463,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:464,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:465,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:466,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:467,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:468,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:469,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:470,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:471,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:472,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:473,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:474,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:475,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:476,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:477,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:478,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:479,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:480,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:481,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:482,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:483,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:484,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:485,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:486,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:487,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:488,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:489,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:490,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:491,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:492,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:493,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:494,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:495,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:496,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:497,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:498,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:499,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:500,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:501,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:502,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:503,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:504,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:505,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:506,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:507,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:508,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:509,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:510,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:511,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:512,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:513,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:514,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:515,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:516,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:517,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:518,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:519,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:520,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:521,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:522,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:523,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:524,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:525,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:526,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:527,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:528,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:529,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:530,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:531,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:532,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:533,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:534,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:535,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:536,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:537,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:538,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:539,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:540,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:541,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:542,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:543,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:544,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:545,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:546,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:547,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:548,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:549,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:550,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:551,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:552,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:553,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:554,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:555,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:556,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:557,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:558,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:559,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:560,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:561,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:562,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:563,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:564,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:565,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:566,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:567,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:568,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:569,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:570,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:571,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:572,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:573,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:574,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:575,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:576,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:577,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:578,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:579,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:580,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:581,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:582,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:583,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:584,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:585,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:586,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:587,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:588,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:589,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:590,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:591,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:592,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:593,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:594,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:595,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:596,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:597,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:598,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:599,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:600,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:601,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:602,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:603,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:604,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:605,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:606,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:607,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:608,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:609,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:610,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:611,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:612,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:613,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:614,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:615,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:616,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:617,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:618,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:619,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:620,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:621,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:622,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:623,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:624,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:625,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:626,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:627,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:628,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:629,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:630,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:631,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:632,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:633,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:634,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:635,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:636,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:637,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:638,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:639,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:640,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:641,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:642,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:643,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:644,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:645,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:646,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:647,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:648,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:649,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:650,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:651,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:652,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:653,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:654,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:655,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:656,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:657,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:658,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:659,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:660,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:661,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:662,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:663,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:664,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:665,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:666,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:667,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:668,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:669,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:670,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:671,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:672,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:673,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:674,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:675,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:676,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:677,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:678,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:679,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:680,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:681,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:682,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:683,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:684,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:685,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:686,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:687,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:688,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:689,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:690,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:691,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:692,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:693,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:694,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:695,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:696,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:697,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:698,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:699,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:700,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:701,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:702,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:703,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:704,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:705,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:706,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:707,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:708,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:709,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:710,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:711,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:712,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:713,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:714,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:715,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:716,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:717,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:718,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:719,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:720,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:721,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:722,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:723,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:724,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:725,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:726,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:727,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:728,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:729,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:730,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:731,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:732,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:733,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:734,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:735,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:736,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:737,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:738,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:739,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:740,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:741,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:742,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:743,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:744,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:745,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:746,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:747,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:748,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:749,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:750,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:751,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:752,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:753,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:754,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:755,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:756,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:757,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:758,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:759,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:760,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:761,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:762,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:763,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:764,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:765,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:766,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:767,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:768,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:769,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:770,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:771,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:772,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:773,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:774,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:775,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:776,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:777,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:778,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:779,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:780,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:781,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:782,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:783,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:784,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:785,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:786,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:787,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:788,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:789,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:4,I:790,T:428,D:a_scheduled_trigger,Q:33,O:45,L:796,N:0
L:4,I:791,T:428,D:a_scheduled_trigger,Q:27,O:45,L:800,N:790
L:4,I:792,T:428,D:a_scheduled_trigger,Q:20,O:45,L:804,N:791
L:4,I:793,T:404,D:a_change_to_trap,Q:48,O:10,L:0,N:0
L:4,I:794,T:403,D:a_change_from_trap,Q:0,O:10,L:793,N:0
